,Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
2670,611944,Megan,Cisneros,M,1995-10-22,419.54,2023-09-14,Lutz Inc,Electronics
2671,10060,Tracey,Owens,M,1989-10-23,449.86,2023-01-27,Smith-Miller,Electronics
2673,2244,Andrew,Brooks,M,1965-10-29,792.61,2023-04-13,"Robertson, Drake and Holland",Electronics
2677,549146,Anthony,Gonzalez,M,1977-10-26,719.58,2023-06-05,Roberts-Mack,Electronics
2678,31993,Erika,Reed,M,1973-10-27,148.68,2023-03-13,Gallegos-Gregory,Electronics
2680,601735,Rodney,Robinson,M,1975-10-27,44.94,2023-10-10,Cowan and Sons,Restaurant
2681,144981,Jennifer,Wong,M,1972-10-27,2923.84,2023-05-29,Barnes LLC,Travel
2683,148234,Bradley,Norton,M,1974-10-27,138.74,2023-06-14,"Moreno, Ho and Bell",Cosmetic
2686,357187,Tina,Snyder,M,1951-11-02,805.59,2023-04-10,Rose-Horton,Electronics
2687,276552,Kathleen,Salazar,M,1979-10-26,51.71,2023-09-02,"Turner, Anderson and Andrade",Cosmetic
2688,205136,Mary,Miller,M,2004-10-19,155.43,2023-07-25,Hays-Ramsey,Clothing
2690,23698,Elizabeth,Koch,M,2003-10-20,54.64,2023-05-06,Bender-Foster,Clothing
2692,518970,Matthew,Jones,M,2001-10-20,293.33,2023-01-22,White-Mcdaniel,Clothing
2696,331764,Jake,Williams,M,2001-10-20,407.9,2023-08-20,"Ramos, Dominguez and Lamb",Market
2701,273744,Devin,Flowers,M,1955-11-01,47.29,2023-02-10,Koch PLC,Clothing
2707,673380,Ellen,Williams,M,1988-10-23,60.64,2023-06-09,"Mccormick, Barnes and Harris",Cosmetic
2709,920274,Marcus,Smith,M,1970-10-28,925.71,2023-08-12,"Hardy, Finley and Miller",Electronics
2711,723272,Janet,Glenn,M,1982-10-25,82.49,2023-06-24,"Cardenas, Briggs and Wood",Restaurant
2713,49673,Brian,Mullins,M,2000-10-20,651.43,2023-01-11,"Mendoza, Oneill and Arnold",Electronics
2715,32495,Stacy,Dorsey,M,1970-10-28,210.19,2023-06-16,Sullivan and Sons,Electronics
2717,935568,Julia,Moss,M,1959-10-31,762.29,2023-05-09,"Montgomery, Donaldson and Martinez",Electronics
2719,948972,Gregory,Duran,M,2000-10-20,279.26,2023-02-25,Lee and Sons,Electronics
2722,420116,Joseph,Blair,M,1977-10-26,2325.43,2023-07-20,"Miller, Hahn and Carey",Travel
2724,697338,Reginald,Gilbert,M,1983-10-25,53.36,2023-04-02,"Moon, Pace and Thomas",Restaurant
2725,454432,Jeffrey,Wheeler,M,1948-11-02,168.17,2023-10-05,Barker-Miller,Cosmetic
2728,565532,Joshua,Gill,M,1984-10-24,1860.0,2023-08-13,Singh-Silva,Travel
2731,352876,Jessica,Allen,M,1974-10-27,218.6,2023-04-19,Taylor-Lewis,Electronics
2732,100184,Aaron,Brown,M,1957-10-31,225.82,2023-03-14,Kelly-Mann,Electronics
2734,993246,Adrienne,Jones,M,1966-10-29,66.42,2023-07-10,Payne Group,Cosmetic
2735,832045,Katherine,Gordon,M,1984-10-24,199.05,2023-06-30,Nichols-Carter,Clothing
2736,849997,Susan,Hatfield,M,1993-10-22,128.22,2023-10-04,Barnes-Collins,Cosmetic
2737,854729,Angela,Gonzalez,M,1957-10-31,18.66,2023-07-08,"Garcia, Levy and Hunt",Restaurant
2739,807710,John,Roberts,M,1975-10-27,131.21,2023-02-01,"Thompson, Rowe and Smith",Clothing
2741,284391,Jared,Gray,M,1991-10-23,40.68,2023-07-07,"Chandler, Houston and Dickerson",Restaurant
2742,198544,Jennifer,Andrews,M,1983-10-25,32.09,2023-08-30,Thompson Inc,Restaurant
2745,18828,Kelly,Wade,M,1971-10-28,294.04,2023-03-01,"Thomas, Nelson and Moore",Clothing
2749,107923,Amy,Hernandez,M,1978-10-26,1055.15,2023-03-19,Garcia Group,Travel
2750,447078,Caleb,Curtis,M,1990-10-23,10.05,2023-02-12,"Gilbert, Lucero and Williams",Restaurant
2751,268653,Samantha,Lewis,M,1980-10-25,434.88,2023-06-18,Lewis PLC,Market
2752,53973,Alicia,King,M,2005-10-19,718.46,2023-06-07,Wilson and Sons,Electronics
2754,155606,Paul,Rivas,M,1997-10-21,70.68,2023-05-26,"Singleton, Roberts and Montgomery",Market
2755,280316,Alexander,Green,M,1966-10-29,244.56,2023-01-10,"Cordova, Lee and Walker",Travel
2756,485493,James,Morales,M,2000-10-20,18.44,2023-01-27,Garcia Group,Restaurant
2757,366708,Sean,Harris,M,1973-10-27,93.98,2023-03-10,"Turner, Williams and Lane",Restaurant
2759,532472,Micheal,Watkins,M,1961-10-30,124.63,2023-05-21,Jenkins Group,Cosmetic
2760,190736,Alex,Schmidt,M,1978-10-26,48.29,2023-01-19,"Tran, Walker and Shields",Restaurant
2761,326025,Hannah,Cortez,M,1974-10-27,1872.33,2023-10-02,Ellis-Newman,Travel
2763,859538,Molly,Garcia,M,1973-10-27,35.39,2023-01-07,Bonilla-Maxwell,Restaurant
2766,918741,Rachel,Morrison,M,1959-10-31,742.07,2023-06-27,Harris-Freeman,Electronics
2767,781600,Austin,Zuniga,M,1954-11-01,62.77,2023-09-10,Young-Smith,Restaurant
2768,960428,Stephanie,Anderson,M,1998-10-21,9.04,2023-03-22,Perry-Hill,Market
2769,218601,Christopher,Casey,M,1958-10-31,935.93,2023-08-31,"Sullivan, Smith and Jennings",Electronics
2770,495706,Sydney,Velez,M,1969-10-28,403.68,2023-09-28,Roth PLC,Travel
2772,891935,Kristin,Cox,M,1996-10-21,280.4,2023-04-25,"Miller, Benjamin and Patel",Electronics
2773,687305,Kimberly,Gill,M,1998-10-21,2749.31,2023-07-15,Villanueva-Koch,Travel
2775,171841,Jesse,Ward,M,1974-10-27,2977.54,2023-07-15,"Joseph, Burton and Lee",Travel
2777,665997,Nicole,Donaldson,M,1960-10-30,129.37,2023-02-05,Alexander Group,Cosmetic
2778,415836,Robert,Collier,M,1954-11-01,576.98,2023-04-15,Palmer LLC,Electronics
2781,442688,Sean,Chase,M,1973-10-27,96.2,2023-05-31,Vega-Nelson,Restaurant
2784,988822,Angela,Gonzalez,M,1982-10-25,1970.91,2023-01-23,"Pollard, Bennett and Lucas",Travel
2785,203786,Ralph,Cruz,M,1969-10-28,103.95,2023-01-01,"Duncan, Hicks and Cox",Cosmetic
2786,197838,Jackie,Lopez,M,2005-10-19,53.56,2023-10-03,"Taylor, Marks and Benson",Restaurant
2787,738625,Rodney,Mcgee,M,1999-10-21,54.17,2023-10-11,Goodwin Group,Restaurant
2789,791928,Ronald,Barton,M,1962-10-30,34.75,2023-07-11,Robinson-Lane,Clothing
2790,32898,Evan,Richards,M,1948-11-02,346.01,2023-04-20,"Gomez, Mata and Powell",Travel
2791,962355,Kayla,Mcfarland,M,1985-10-24,348.77,2023-05-25,"Parker, Parker and Hernandez",Market
2795,177946,Shannon,Griffin,M,1993-10-22,46.6,2023-06-22,Perez Inc,Cosmetic
2798,145044,Beth,Hatfield,M,1999-10-21,720.35,2023-02-01,Le Inc,Electronics
2799,589049,Keith,English,M,1954-11-01,360.34,2023-03-18,Smith-Brooks,Market
2801,130940,Philip,Strickland,M,1978-10-26,1261.05,2023-03-08,"Walker, Golden and Malone",Travel
2802,103094,Randall,Day,M,1950-11-02,1929.87,2023-01-17,Larson LLC,Travel
2806,298550,Nicole,Ramirez,M,1966-10-29,193.85,2023-01-10,Smith-Norris,Market
2807,402010,Richard,Harris,M,1966-10-29,193.77,2023-09-07,"Powell, Lawson and White",Cosmetic
2809,692509,Steve,Brown,M,1991-10-23,839.25,2023-01-24,"Williams, Vincent and Keller",Electronics
2812,164388,Alice,Thomas,M,2000-10-20,57.61,2023-08-12,Thompson-Tran,Restaurant
2814,344548,Brian,Blake,M,2001-10-20,64.61,2023-09-15,Clark PLC,Clothing
2817,969363,Tristan,Jordan,M,1972-10-27,25.04,2023-10-03,Miller Group,Restaurant
2818,81788,Elaine,Andrade,M,1962-10-30,13.07,2023-06-12,Horton-Walker,Cosmetic
2823,364685,Donna,Little,M,1986-10-24,465.76,2023-04-20,Perez and Sons,Market
2825,874588,David,Williams,M,1950-11-02,225.3,2023-02-01,Smith-Gonzalez,Clothing
2826,912156,Jordan,Hall,M,1986-10-24,45.76,2023-04-24,Prince Group,Market
2827,640875,Tammy,Warren,M,1994-10-22,282.83,2023-05-31,"Wade, Tucker and Jones",Market
2828,558958,Scott,Johnson,M,1999-10-21,301.16,2023-10-03,Smith-Gordon,Market
2830,659130,Tracey,Mason,M,1966-10-29,352.52,2023-07-20,"Keller, Adams and Wheeler",Travel
2841,283897,Michael,Hopkins,M,2005-10-19,28.85,2023-03-24,Martinez-Padilla,Restaurant
2843,509677,Max,Mills,M,1966-10-29,73.22,2023-08-14,Cunningham-Scott,Market
2844,238609,Richard,Johnson,M,1985-10-24,2654.71,2023-04-21,"Pope, Bennett and King",Travel
2845,993735,Aaron,Bruce,M,1977-10-26,428.34,2023-08-09,Ortiz PLC,Market
2850,640646,Samantha,Evans,M,1974-10-27,220.53,2023-08-23,"Li, Fitzpatrick and Norris",Clothing
2852,953878,Chelsey,Sanders,M,1996-10-21,63.85,2023-08-25,Robinson Group,Clothing
2855,458308,Justin,Patterson,M,1962-10-30,36.4,2023-07-31,"Thomas, Cruz and Smith",Restaurant
2857,144368,Cindy,Thomas,M,1976-10-26,330.32,2023-02-18,Nelson-Fernandez,Market
2860,464977,Melody,Castillo,M,1951-11-02,489.01,2023-08-15,Owen LLC,Market
2863,395373,Melinda,Moore,M,1989-10-23,67.58,2023-07-25,Andrews Group,Cosmetic
2866,462798,Monica,Walker,M,1960-10-30,82.64,2023-04-11,Bonilla-Rhodes,Restaurant
2867,247604,James,Peterson,M,1994-10-22,136.02,2023-04-04,Knox-Berger,Travel
2868,337151,Alvin,Washington,M,1974-10-27,305.17,2023-03-07,Robinson-Velez,Travel
2870,315445,Gregory,May,M,1963-10-30,515.73,2023-08-17,"Taylor, Brennan and Hudson",Travel
2872,675444,Emily,Moss,M,1951-11-02,64.79,2023-02-17,Boyd-Edwards,Clothing
2876,121246,Mark,Sandoval,M,1955-11-01,2390.03,2023-07-13,"Aguilar, Ewing and Barnes",Travel
2879,214693,Andrew,Young,M,1973-10-27,1396.53,2023-05-16,Scott Group,Travel
2880,962303,Zachary,Hernandez,M,1999-10-21,454.48,2023-01-11,Burns-Rodgers,Market
2881,338232,Emily,Bishop,M,1950-11-02,91.96,2023-06-05,Wheeler-Bennett,Restaurant
2882,163657,Ernest,Patrick,M,1954-11-01,84.03,2023-06-05,Glenn LLC,Restaurant
2883,557732,Troy,Gonzalez,M,1956-10-31,711.7,2023-05-11,"Cortez, George and Madden",Electronics
2884,956381,Carolyn,Hernandez,M,1960-10-30,341.27,2023-01-21,Mcknight LLC,Electronics
2886,314711,Nicholas,Roberts,M,1995-10-22,143.03,2023-05-23,Duran Inc,Cosmetic
2890,644592,Benjamin,Fitzgerald,M,1981-10-25,517.97,2023-04-27,"Joseph, Armstrong and Park",Electronics
2892,771668,Gary,Ramirez,M,1988-10-23,210.94,2023-01-14,Lambert-Richards,Market
2895,918138,Ann,Key,M,1971-10-28,135.45,2023-07-29,Holder and Sons,Clothing
2899,426913,Katrina,Shah,M,1995-10-22,61.14,2023-09-13,Munoz PLC,Restaurant
2901,390860,Melinda,Arellano,M,1967-10-29,231.16,2023-08-26,Woodard-Peck,Clothing
2903,102036,James,Green,M,1951-11-02,95.62,2023-03-30,"Brown, Rogers and Hernandez",Restaurant
2905,67582,Diana,Myers,M,1984-10-24,204.54,2023-02-08,"Ingram, Vasquez and Lowe",Market
2907,569696,Chelsea,Garcia,M,1984-10-24,313.46,2023-03-30,"Butler, Hicks and Johnson",Electronics
2908,93027,Andrea,Hughes,M,1969-10-28,269.86,2023-04-05,"Maldonado, Miller and Shepard",Market
2909,164570,Phillip,Wilson,M,1982-10-25,65.21,2023-07-29,"Hutchinson, Morrison and Lewis",Restaurant
2912,693447,Caitlin,Bond,M,1983-10-25,789.94,2023-09-15,Smith-Lewis,Electronics
2913,450460,Brian,Fox,M,2004-10-19,287.28,2023-07-09,Norris-Peterson,Clothing
2919,241565,Robert,Moore,M,1952-11-01,176.86,2023-09-27,Hall-Young,Market
2923,230132,James,Watson,M,1973-10-27,2560.5,2023-09-14,"Smith, Hernandez and Lee",Travel
2924,739829,Sara,Edwards,M,1948-11-02,39.13,2023-07-04,Jones Inc,Clothing
2925,975043,Megan,Clark,M,1991-10-23,854.07,2023-06-25,Mathews-Jones,Electronics
2927,641430,Mark,Harris,M,1978-10-26,2971.45,2023-07-02,Serrano LLC,Travel
2930,593269,Michael,Booker,M,1987-10-24,831.57,2023-09-10,Mccall-Medina,Electronics
2931,1176,Brenda,Sanchez,M,2005-10-19,22.6,2023-03-22,Copeland-Martinez,Restaurant
2932,344730,Christopher,Clark,M,1988-10-23,28.84,2023-08-28,Tran PLC,Restaurant
2936,928072,Anthony,Heath,M,1977-10-26,88.34,2023-06-27,"Bates, Arroyo and Clarke",Clothing
2938,174705,Emily,Martinez,M,1980-10-25,125.0,2023-10-04,Jackson and Sons,Cosmetic
2940,758344,James,Sweeney,M,1973-10-27,1439.33,2023-09-30,Odonnell-Smith,Travel
2941,887801,Catherine,Donovan,M,1969-10-28,427.75,2023-02-19,"Johnson, Flores and Donovan",Market
2942,120387,Joshua,Williams,M,1993-10-22,346.73,2023-02-06,"Rice, Howell and Miller",Electronics
2943,622565,Christopher,Anderson,M,1972-10-27,141.47,2023-09-07,Leblanc Ltd,Clothing
2944,127488,Cheryl,Cole,M,1963-10-30,52.9,2023-02-19,Lopez and Sons,Electronics
2946,420565,David,Francis,M,1990-10-23,139.38,2023-10-06,Delgado-Davis,Clothing
2947,180654,Lauren,Lucas,M,1954-11-01,374.68,2023-08-20,"Bell, Daugherty and Clarke",Electronics
2949,777225,Tracy,Harris,M,1953-11-01,11.64,2023-06-01,"Gonzalez, Peters and Bates",Cosmetic
2950,540866,Frank,Marquez,M,1956-10-31,43.44,2023-08-01,Lynn-Miller,Market
2952,939964,Jessica,Horn,M,2005-10-19,41.28,2023-06-14,Velasquez-Blanchard,Cosmetic
2957,58183,Craig,Hernandez,M,1987-10-24,84.07,2023-07-02,Fisher-Foley,Clothing
2958,557170,Alicia,Mendoza,M,1957-10-31,193.15,2023-02-25,Bryan LLC,Cosmetic
2959,144461,Timothy,Johnson,M,1949-11-02,40.14,2023-05-13,Hogan-Turner,Restaurant
2964,238700,Tonya,Jones,M,1985-10-24,92.19,2023-04-15,"Walker, Hoffman and Hurst",Electronics
2965,602547,Teresa,Reynolds,M,1953-11-01,667.29,2023-06-18,Goodman-Baker,Electronics
2967,413916,Jesse,Mckinney,M,1969-10-28,87.66,2023-08-06,"Ball, Williams and Smith",Electronics
2971,758084,Ana,Rich,M,2001-10-20,20.87,2023-07-18,Estes Group,Cosmetic
2972,393328,John,Bennett,M,1955-11-01,194.38,2023-03-09,"Benson, Ramirez and Anderson",Cosmetic
2973,583020,Jared,Clark,M,1993-10-22,38.87,2023-06-06,Lee-Gross,Clothing
2977,386424,Alyssa,Cabrera,M,1972-10-27,95.85,2023-09-15,Wilkins-Small,Restaurant
2979,151153,Travis,Hunter,M,1975-10-27,43.86,2023-01-30,"Boyer, Jackson and Harris",Restaurant
2980,462435,James,Delgado,M,1951-11-02,457.2,2023-03-13,"Kelley, Hensley and Ramsey",Market
2983,252057,Julia,Phillips,M,1970-10-28,82.13,2023-07-23,"Bernard, Alexander and Gordon",Restaurant
2984,64090,Peter,Black,M,1972-10-27,112.83,2023-04-15,"Bartlett, Gonzalez and Higgins",Cosmetic
2985,539100,Patricia,Brown,M,2000-10-20,292.66,2023-07-17,"Allen, Fitzgerald and Johnson",Electronics
2988,624827,Dennis,Burgess,M,1988-10-23,406.29,2023-07-14,Hancock-Smith,Market
2990,647202,Brent,Willis,M,1997-10-21,427.41,2023-08-23,Serrano-Mitchell,Market
2992,405288,Lisa,Davis,M,1979-10-26,376.54,2023-05-14,Peterson Ltd,Market
2993,462738,Julie,Garcia,M,1989-10-23,72.64,2023-02-15,Black Group,Restaurant
2994,598938,Brett,Allen,M,1957-10-31,78.09,2023-02-24,Watson-Mitchell,Clothing
2995,589057,Briana,Hale,M,1988-10-23,2421.97,2023-06-05,Smith-Davis,Travel
2998,768233,Michelle,Watson,M,1965-10-29,88.13,2023-04-29,Irwin PLC,Restaurant
3002,823932,Stacey,Smith,M,2003-10-20,180.25,2023-03-23,Duncan Ltd,Cosmetic
3003,882529,Paul,Edwards,M,1981-10-25,53.39,2023-09-11,Monroe LLC,Restaurant
3004,798831,Troy,Armstrong,M,1964-10-29,230.31,2023-10-03,Ramirez-Diaz,Market
3005,153943,Adrian,Hernandez,M,1961-10-30,57.66,2023-03-01,"Shaw, Martinez and Williams",Market
3008,490914,Michael,Brooks,M,1971-10-28,1741.11,2023-02-08,Castillo LLC,Travel
3011,110576,John,Gonzalez,M,1981-10-25,213.55,2023-06-28,Flynn-Meadows,Market
3014,663299,Brenda,Byrd,M,1956-10-31,23.36,2023-02-27,Phillips Ltd,Restaurant
3016,57969,Samantha,Lewis,M,1999-10-21,74.93,2023-05-15,Callahan-Miles,Clothing
3017,404193,William,Ellis,M,1999-10-21,50.6,2023-04-18,Smith-Young,Clothing
3018,812612,Jill,Burns,M,1995-10-22,73.87,2023-07-30,Farley PLC,Cosmetic
3020,569307,Randy,Harris,M,1948-11-02,188.77,2023-07-23,"King, Mitchell and Holmes",Cosmetic
3025,713943,Kristen,Mckenzie,M,1986-10-24,33.81,2023-07-20,"Mcpherson, Hogan and Martinez",Restaurant
3026,417328,Kathryn,Evans,M,1978-10-26,1582.45,2023-03-04,Bradley Ltd,Travel
3027,873560,Justin,Benson,M,1975-10-27,80.2,2023-06-15,Richards and Sons,Restaurant
3030,31211,Douglas,Reeves,M,1963-10-30,26.37,2023-07-06,Wilson-Rodriguez,Restaurant
3037,759830,Johnny,Macias,M,1983-10-25,659.73,2023-08-20,"Pena, Sanchez and Dyer",Electronics
3038,874378,Robert,Molina,M,1966-10-29,104.76,2023-06-17,Brown-Contreras,Cosmetic
3039,3974,Hannah,Johnson,M,1963-10-30,584.13,2023-02-19,"Anderson, Reynolds and Powell",Electronics
3040,167916,Billy,Turner,M,1991-10-23,239.03,2023-06-16,Smith LLC,Market
3041,931920,Cheryl,Alvarado,M,1961-10-30,65.26,2023-07-07,Martin-Hughes,Clothing
3043,509938,Daniel,Warren,M,1956-10-31,7.03,2023-08-26,Butler and Sons,Market
3047,801327,Tyler,Perez,M,1993-10-22,156.81,2023-08-13,Rivas LLC,Market
3048,426061,Ross,Galvan,M,1998-10-21,95.24,2023-07-10,Pham PLC,Clothing
3049,601222,Melissa,Wolfe,M,1972-10-27,207.91,2023-10-02,"Solis, Washington and Young",Clothing
3052,622259,Ronald,White,M,1979-10-26,58.81,2023-08-06,Mcmillan-Bryant,Market
3053,238292,Laura,Gregory,M,1969-10-28,558.79,2023-09-06,Hensley-Small,Electronics
3054,582903,Stephen,Brewer,M,2004-10-19,295.62,2023-01-24,Harper Inc,Clothing
3055,774750,Jasmine,Palmer,M,1970-10-28,1718.91,2023-07-08,Wilson and Sons,Travel
3056,6535,Kimberly,Nguyen,M,2000-10-20,78.58,2023-05-07,"Kramer, Rodriguez and Wilkerson",Restaurant
3059,446319,Zachary,Conrad,M,1989-10-23,181.57,2023-04-06,Webb-Cook,Clothing
3061,715744,Danielle,Palmer,M,1992-10-22,190.78,2023-01-13,Smith-Walker,Electronics
3063,946300,Eric,Joseph,M,1954-11-01,42.26,2023-08-08,Cole Inc,Restaurant
3064,373527,David,Brown,M,1958-10-31,97.78,2023-10-10,"Morales, Allison and Rice",Restaurant
3065,483207,Samantha,Austin,M,1960-10-30,71.88,2023-09-14,Dunn-Mckinney,Clothing
3066,631198,Philip,Cruz,M,1952-11-01,547.24,2023-06-15,Reid LLC,Electronics
3067,941212,Tamara,Lutz,M,1976-10-26,159.64,2023-01-30,"Fitzpatrick, Hall and Alvarez",Clothing
3068,431244,Benjamin,Stevens,M,1958-10-31,285.72,2023-07-09,"Shaw, Tucker and Henson",Clothing
3070,854852,William,Schmidt,M,1961-10-30,645.04,2023-06-21,Gomez-Reyes,Electronics
3071,884524,Jennifer,Santos,M,1965-10-29,229.97,2023-06-30,Morales-Harrison,Clothing
3073,281455,John,Williams,M,1984-10-24,180.89,2023-08-16,"Jones, Case and Carlson",Clothing
3074,202809,Kimberly,Norris,M,1988-10-23,262.75,2023-06-23,Weaver and Sons,Clothing
3075,206966,Rebecca,Yang,M,1966-10-29,285.58,2023-08-12,Hernandez and Sons,Market
3076,634692,James,Dean,M,1952-11-01,56.92,2023-03-30,Garcia PLC,Restaurant
3080,854219,Stephen,Barnes,M,1960-10-30,880.08,2023-02-09,Sosa PLC,Electronics
3081,227109,Stephanie,Joseph,M,1995-10-22,650.56,2023-03-26,"Guerrero, Griffith and Brooks",Electronics
3083,198999,Phyllis,Webb,M,1988-10-23,39.84,2023-09-20,Moody-Moore,Restaurant
3085,761095,Kristen,Bass,M,1985-10-24,295.78,2023-04-13,"Li, Koch and Coleman",Travel
3088,492884,Rachel,Reilly,M,1955-11-01,179.18,2023-02-05,"Klein, Nichols and Hancock",Market
3089,222696,Kimberly,Cox,M,1965-10-29,63.72,2023-04-02,"Sampson, Walker and Murphy",Market
3090,868713,Susan,Lopez,M,1990-10-23,317.48,2023-04-26,Moss PLC,Electronics
3091,271592,Julie,Martinez,M,1951-11-02,2518.42,2023-02-16,Barnett Group,Travel
3093,706695,Rhonda,Cardenas,M,2002-10-20,468.64,2023-06-28,Cox-Brennan,Travel
3094,874111,Scott,Grimes,M,1983-10-25,15.79,2023-08-31,Wilson Group,Cosmetic
3095,24918,David,Gibson,M,1965-10-29,22.24,2023-01-14,Doyle Group,Cosmetic
3097,958235,Thomas,Clayton,M,1984-10-24,408.94,2023-05-16,"Rose, Ray and Morrison",Market
3101,613105,Tony,Foley,M,1998-10-21,29.47,2023-04-16,Burgess and Sons,Cosmetic
3102,335728,Ariel,Valencia,M,1964-10-29,19.31,2023-04-02,Frederick LLC,Cosmetic
3105,452352,Debra,Hansen,M,2003-10-20,316.81,2023-07-06,White Inc,Market
3106,608248,Teresa,Hahn,M,1966-10-29,128.19,2023-10-12,Cantu-Sanchez,Clothing
3107,594053,Brittany,Blevins,M,1999-10-21,28.04,2023-07-14,Harris Group,Cosmetic
3108,904588,Casey,Smith,M,1962-10-30,84.76,2023-02-03,"Carter, Whitaker and Schwartz",Restaurant
3111,535185,Christopher,Greene,M,1967-10-29,18.48,2023-05-14,"Massey, Sullivan and Brown",Cosmetic
3113,4656,Edward,Miller,M,1967-10-29,697.16,2023-02-19,Aguirre Group,Travel
3115,199651,Thomas,Campbell,M,1978-10-26,131.33,2023-07-18,Scott-Torres,Clothing
3118,527546,Deborah,Lee,M,1970-10-28,433.96,2023-10-09,"Roberts, Lane and Reed",Market
3119,335990,Jeffrey,Cline,M,2000-10-20,40.59,2023-09-16,"Green, Meadows and Ward",Clothing
3121,301707,Julie,Mcmillan,M,1991-10-23,261.14,2023-05-07,"Phillips, Hudson and Arellano",Electronics
3123,692734,Tamara,Cummings,M,1959-10-31,317.14,2023-05-06,Yu Group,Market
3124,770308,Ruth,Estrada,M,1950-11-02,56.7,2023-08-07,"Baker, Perry and Williams",Restaurant
3125,188214,Gregory,Ramos,M,1972-10-27,182.02,2023-08-11,Heath Ltd,Cosmetic
3126,99883,Nicholas,Luna,M,2001-10-20,152.85,2023-03-16,Chavez-Butler,Cosmetic
3134,162813,Jack,Stevens,M,1956-10-31,98.85,2023-08-22,Henderson-Reyes,Clothing
3135,295370,Jared,Colon,M,1988-10-23,354.45,2023-02-16,Rogers Ltd,Market
3136,130015,Rodney,Dunn,M,1977-10-26,454.06,2023-05-28,Hutchinson PLC,Market
3137,480092,Heather,Medina,M,1961-10-30,225.81,2023-07-14,"Johnson, Perkins and Robertson",Electronics
3139,81919,Edward,Nelson,M,1999-10-21,61.59,2023-05-26,Williams PLC,Restaurant
3142,931189,April,Hansen,M,1965-10-29,148.31,2023-10-14,Anthony Group,Cosmetic
3143,458235,Dominic,Duncan,M,1995-10-22,175.54,2023-05-01,"May, Smith and Sherman",Electronics
3147,327153,Misty,Morris,M,1996-10-21,1401.52,2023-01-13,Kerr Inc,Travel
3151,862518,Nicholas,Edwards,M,1969-10-28,260.44,2023-10-12,"Rios, Garcia and Hayes",Clothing
3155,353380,Samantha,Roberts,M,1970-10-28,68.49,2023-06-16,Bridges-Baker,Restaurant
3158,742440,Jenny,Huffman,M,1979-10-26,791.5,2023-03-21,Castaneda Ltd,Electronics
3159,720552,Bryan,Singh,M,1966-10-29,152.72,2023-01-18,Bailey Inc,Cosmetic
3172,887062,Mary,Smith,M,1976-10-26,47.73,2023-01-25,Ramsey-White,Restaurant
3175,858809,John,Dixon,M,1980-10-25,1026.65,2023-02-28,Shaffer Group,Travel
3177,76296,Gary,Mendez,M,1995-10-22,274.99,2023-03-05,Smith-Davis,Market
3178,880700,Angel,Rose,M,1973-10-27,359.29,2023-09-12,Bates and Sons,Electronics
3179,344190,Christian,Yoder,M,1996-10-21,317.87,2023-05-05,Rogers-Flores,Travel
3182,45464,Seth,Murray,M,1997-10-21,259.77,2023-07-26,Lucas and Sons,Market
3183,74564,John,Johnson,M,1995-10-22,150.62,2023-06-01,Pham-Brown,Cosmetic
3184,91421,Ashley,Boyd,M,1976-10-26,107.68,2023-08-04,Wolfe and Sons,Cosmetic
3190,477948,Angela,Wheeler,M,2001-10-20,86.86,2023-10-04,Mccarty-Cox,Restaurant
3191,381367,Beverly,Oconnor,M,1955-11-01,50.54,2023-01-20,Mullins Ltd,Cosmetic
3192,241531,Christopher,Romero,M,1993-10-22,435.02,2023-05-23,Baxter-Vaughan,Market
3193,520077,Charles,Ruiz,M,1962-10-30,54.67,2023-06-09,Miller Group,Cosmetic
3195,290376,Kelli,Hamilton,M,1994-10-22,106.73,2023-07-30,Sampson-Dennis,Clothing
3197,492928,Jeffrey,Perez,M,1983-10-25,44.06,2023-02-02,Washington PLC,Restaurant
3200,436724,Gina,Hunt,M,1966-10-29,90.43,2023-04-27,"Lawson, Brooks and Smith",Restaurant
3201,339812,Jeff,Powell,M,1963-10-30,601.01,2023-03-08,Stone-Gibson,Electronics
3202,539483,Lance,Johnson,M,1950-11-02,115.37,2023-10-08,"Woods, Hill and Chan",Clothing
3208,749355,Craig,Long,M,1959-10-31,919.04,2023-07-03,Huffman PLC,Electronics
3210,155960,Amy,Fox,M,1953-11-01,1992.69,2023-09-08,"Obrien, Levy and Wall",Travel
3213,213569,Brittany,Gomez,M,2005-10-19,220.73,2023-08-20,Hale and Sons,Market
3214,600258,Lindsey,Page,M,1983-10-25,29.35,2023-05-19,"House, Brown and Adams",Clothing
3215,276330,Erica,Allison,M,1971-10-28,166.2,2023-10-06,Gonzalez and Sons,Clothing
3216,988402,Jo,Baker,M,1964-10-29,2326.43,2023-04-01,Grimes Ltd,Travel
3218,527158,Michael,Carson,M,1971-10-28,95.55,2023-03-16,Durham and Sons,Restaurant
3219,383114,Melissa,Ford,M,1987-10-24,830.88,2023-09-10,Paul-Thompson,Electronics
3220,328418,Steven,Mckay,M,1978-10-26,61.9,2023-06-28,Martinez Ltd,Cosmetic
3222,5793,Debra,Hall,M,1995-10-22,538.53,2023-03-07,Wood-Valenzuela,Electronics
3224,947640,Karen,Boone,M,1981-10-25,439.17,2023-01-09,"Rivas, Kelly and Hicks",Market
3226,676265,Hector,Anthony,M,1996-10-21,713.42,2023-02-23,Davis LLC,Electronics
